mesa_id,i
0100401551X,25906
0100401552X,25907
0100401553X,25908
0100401554X,25909
0100401555X,25910
0100401556X,25911
0100401557X,25912
0100401558X,25913
0100401559X,25914
0100401560X,25915
0100401561X,25916
0100401562X,25917
0100401563X,25918
0100401564X,25919
0100401565X,25920
0100401566X,25921
0100401567X,25922
0100401568X,25923
0100401569X,25924
0100401570X,25925
0100401571X,25926
0100401572X,25927
0100401573X,25928
0100401574X,25929
0100401575X,25930
0100401576X,25931
0100401577X,25932
0100401578X,25933
0100401579X,25934
0100401580X,25935
0100401581X,25936
0100401582X,25937
0100401583X,25938
0100401584X,25939
0100401585X,25940
0100401586X,25941
0100401587X,25942
0100401588X,25943
0100401589X,25944
0100401590X,25945
0100401591X,25946
0100401592X,25947
0100401593X,25948
0100401594X,25949
0100401595X,25950
0100401596X,25951
0100401597X,25952
0100401598X,25953
0100401599X,25954
0100401600X,25955
0100401601X,25956
0100401602X,25957
0100401603X,25958
0100401604X,25959
0100401605X,25960
0100401606X,25961
0100401607X,25962
0100401608X,25963
0100401609X,25964
0100401610X,25965
0100401611X,25966
0100401612X,25967
0100401613X,25968
0100401614X,25969
0100401615X,25970
0100401616X,25971
0100401617X,25972
0100401618X,25973
0100401619X,25974
0100401620X,25975
0100401621X,25976
0100401622X,25977
0100401623X,25978
0100401624X,25979
0100401625X,25980
0100401626X,25981
0100401627X,25982
0100401628X,25983
0100401629X,25984
0100401630X,25985
0100401631X,25986
0100401632X,25987
0100401633X,25988
0100401634X,25989
0100401635X,25990
0100401636X,25991
0100401637X,25992
0100401638X,25993
0100401639X,25994
0100401640X,25995
0100401641X,25996
0100401642X,25997
0100401643X,25998
0100401644X,25999
0100401645X,26000
0100401646X,26001
0100401647X,26002
0100401648X,26003
0100401649X,26004
0100401650X,26005
0100401651X,26006
0100401652X,26007
0100401653X,26008
0100401654X,26009
0100401655X,26010
0100401656X,26011
0100401657X,26012
0100401658X,26013
0100401659X,26014
0100401660X,26015
0100401661X,26016
0100401662X,26017
0100401663X,26018
0100401664X,26019
0100401665X,26020
0100401666X,26021
0100401667X,26022
0100401668X,26023
0100401669X,26024
0100401670X,26025
0100401671X,26026
0100401672X,26027
0100401673X,26028
0100401674X,26029
0100401675X,26030
0100401676X,26031
0100401677X,26032
0100401678X,26033
0100401679X,26034
0100401680X,26035
0100401681X,26036
0100401682X,26037
0100401683X,26038
0100401684X,26039
0100401685X,26040
0100401686X,26041
0100401687X,26042
0100401688X,26043
0100401689X,26044
0100401690X,26045
0100401691X,26046
0100401692X,26047
0100401693X,26048
0100401694X,26049
0100401695X,26050
0100401696X,26051
0100401697X,26052
0100401698X,26053
0100401699X,26054
0100401700X,26055
0100401701X,26056
0100401702X,26057
0100401703X,26058
0100401704X,26059
0100401705X,26060
0100401706X,26061
0100401707X,26062
0100401708X,26063
0100401709X,26064
0100401710X,26065
0100401711X,26066
0100401712X,26067
0100401713X,26068
0100401714X,26069
0100401715X,26070
0100401716X,26071
0100401717X,26072
0100401718X,26073
0100401719X,26074
0100401720X,26075
0100401721X,26076
0100401722X,26077
0100401723X,26078
0100401724X,26079
0100401725X,26080
0100401726X,26081
0100401727X,26082
0100401728X,26083
0100401729X,26084
0100401730X,26085
0100401731X,26086
0100401732X,26087
0100401733X,26088
0100401734X,26089
0100401735X,26090
0100401736X,26091
0100401737X,26092
0100401738X,26093
0100401739X,26094
0100401740X,26095
0100401741X,26096
0100401742X,26097
0100401743X,26098
0100401744X,26099
0100401745X,26100
0100401746X,26101
0100401747X,26102
0100401748X,26103
0100401749X,26104
0100401750X,26105
0100401751X,26106
0100401752X,26107
0100401753X,26108
0100401754X,26109
0100401755X,26110
0100401756X,26111
0100401757X,26112
0100401758X,26113
0100401759X,26114
0100401760X,26115
0100401761X,26116
0100401762X,26117
0100401763X,26118
0100401764X,26119
0100401765X,26120
0100401766X,26121
0100401767X,26122
0100401768X,26123
0100401769X,26124
0100401770X,26125
0100401771X,26126
0100401772X,26127
0100401773X,26128
0100401774X,26129
0100401775X,26130
0100401776X,26131
0100401777X,26132
0100401778X,26133
0100401779X,26134
0100401780X,26135
0100401781X,26136
0100401782X,26137
0100401783X,26138
0100401784X,26139
0100401785X,26140
0100401786X,26141
0100401787X,26142
0100401788X,26143
0100401789X,26144
0100401790X,26145
0100401791X,26146
0100401792X,26147
0100401793X,26148
0100401794X,26149
0100401795X,26150
0100401796X,26151
0100401797X,26152
0100401798X,26153
0100401799X,26154
0100401800X,26155
0100401801X,26156
0100401802X,26157
0100401803X,26158
0100401804X,26159
0100401805X,26160
0100401806X,26161
0100401807X,26162
0100401808X,26163
0100401809X,26164
0100401810X,26165
0100401811X,26166
0100401812X,26167
0100401813X,26168
0100401814X,26169
0100401815X,26170
0100401816X,26171
0100401817X,26172
0100401818X,26173
0100401819X,26174
0100401820X,26175
0100401821X,26176
0100401822X,26177
0100401823X,26178
0100401824X,26179
0100401825X,26180
0100401826X,26181
0100401827X,26182
0100401828X,26183
0100401829X,26184
0100401830X,26185
0100401831X,26186
0100401832X,26187
0100401833X,26188
0100401834X,26189
0100401835X,26190
0100401836X,26191
0100401837X,26192
0100401838X,26193
0100401839X,26194
0100401840X,26195
0100401841X,26196
0100401842X,26197
0100401843X,26198
0100401844X,26199
0100401845X,26200
0100401846X,26201
0100401847X,26202
0100401848X,26203
0100401849X,26204
0100401850X,26205
0100401851X,26206
0100401852X,26207
0100401853X,26208
0100401854X,26209
0100401855X,26210
0100401856X,26211
0100401857X,26212
0100401858X,26213
0100401859X,26214
0100401860X,26215
0100401861X,26216
0100401862X,26217
0100401863X,26218
0100401864X,26219
0100401865X,26220
0100401866X,26221
0100401867X,26222
0100401868X,26223
0100401869X,26224
0100401870X,26225
0100401871X,26226
0100401872X,26227
0100401873X,26228
0100401874X,26229
0100401875X,26230
0100401876X,26231
0100401877X,26232
0100401878X,26233
0100401879X,26234
0100401880X,26235
0100401881X,26236
0100401882X,26237
0100401883X,26238
0100401884X,26239
0100401885X,26240
0100401886X,26241
0100401887X,26242
0100401888X,26243
0100401889X,26244
0100401890X,26245
0100401891X,26246
0100501892X,26379
0100501893X,26380
0100501894X,26381
0100501895X,26382
0100501896X,26383
0100501897X,26384
0100501898X,26385
0100501899X,26386
0100501900X,26387
0100501901X,26388
0100501902X,26389
0100501903X,26390
0100501904X,26391
0100501905X,26392
0100501906X,26393
0100501907X,26394
0100501908X,26395
0100501909X,26396
0100501910X,26397
0100501911X,26398
0100501912X,26399
0100501913X,26400
0100501914X,26401
0100501915X,26402
0100501916X,26403
0100501917X,26404
0100501918X,26405
0100501919X,26406
0100501920X,26407
0100501921X,26408
0100501922X,26409
0100501923X,26410
0100501924X,26411
0100501925X,26412
0100501926X,26413
0100501927X,26414
0100501928X,26415
0100501929X,26416
0100501930X,26417
0100501931X,26418
0100501932X,26419
0100501933X,26420
0100501934X,26421
0100501935X,26422
0100501936X,26423
0100501937X,26424
0100501938X,26425
0100501939X,26426
0100501940X,26427
0100501941X,26428
0100501942X,26429
0100501943X,26430
0100501944X,26431
0100501945X,26432
0100501946X,26433
0100501947X,26434
0100501948X,26435
0100501949X,26436
0100501950X,26437
0100501951X,26438
0100501952X,26439
0100501953X,26440
0100501954X,26441
0100501955X,26442
0100501956X,26443
0100501957X,26444
0100501958X,26445
0100501959X,26446
0100501960X,26447
0100501961X,26448
0100501962X,26449
0100501963X,26450
0100501964X,26451
0100501965X,26452
0100501966X,26453
0100501967X,26454
0100501968X,26455
0100501969X,26456
0100501970X,26457
0100501971X,26458
0100501972X,26459
0100501973X,26460
0100501974X,26461
0100501975X,26462
0100501976X,26463
0100501977X,26464
0100501978X,26465
0100501979X,26466
0100501980X,26467
0100501981X,26468
0100501982X,26469
0100501983X,26470
0100501984X,26471
0100501985X,26472
0100501986X,26473
0100501987X,26474
0100501988X,26475
0100501989X,26476
0100501990X,26477
0100501991X,26478
0100501992X,26479
0100501993X,26480
0100501994X,26481
0100501995X,26482
0100501996X,26483
0100501997X,26484
0100501998X,26485
0100501999X,26486
0100502000X,26487
0100502001X,26488
0100502002X,26489
0100502003X,26490
0100502004X,26491
0100502005X,26492
0100502006X,26493
0100502007X,26494
0100502008X,26495
0100502009X,26496
0100502010X,26497
0100502011X,26498
0100502012X,26499
0100502013X,26500
0100502014X,26501
0100502015X,26502
0100502016X,26503
0100502017X,26504
0100502018X,26505
0100502019X,26506
0100502020X,26507
0100502021X,26508
0100502022X,26509
0100502023X,26510
0100502024X,26511
0100502025X,26512
0100502026X,26513
0100502027X,26514
0100502028X,26515
0100502029X,26516
0100502030X,26517
0100502031X,26518
0100502032X,26519
0100502033X,26520
0100502034X,26521
0100502035X,26522
0100502036X,26523
0100502037X,26524
0100502038X,26525
0100502039X,26526
0100502040X,26527
0100502041X,26528
0100502042X,26529
0100502043X,26530
0100502044X,26531
0100502045X,26532
0100502046X,26533
0100502047X,26534
0100502048X,26535
0100502049X,26536
0100502050X,26537
0100502051X,26538
0100502052X,26539
0100502053X,26540
0100502054X,26541
0100502055X,26542
0100502056X,26543
0100502057X,26544
0100502058X,26545
0100502059X,26546
0100502060X,26547
0100502061X,26548
0100502062X,26549
0100502063X,26550
0100502064X,26551
0100502065X,26552
0100502066X,26553
0100502067X,26554
0100502068X,26555
0100502069X,26556
0100502070X,26557
0100502071X,26558
0100502072X,26559
0100502073X,26560
0100502074X,26561
0100502075X,26562
0100502076X,26563
0100502077X,26564
0100502078X,26565
0100502079X,26566
0100502080X,26567
0100502081X,26568
0100502082X,26569
0100502083X,26570
0100502084X,26571
0100502085X,26572
0100502086X,26573
0100502087X,26574
0100502088X,26575
0100502089X,26576
0100502090X,26577
0100502091X,26578
0100502092X,26579
0100502093X,26580
0100502094X,26581
0100502095X,26582
0100502096X,26583
0100502097X,26584
0100502098X,26585
0100502099X,26586
0100502100X,26587
0100502101X,26588
0100502102X,26589
0100502103X,26590
0100502104X,26591
0100502105X,26592
0100502106X,26593
0100502107X,26594
0100502108X,26595
0100502109X,26596
0100502110X,26597
0100502111X,26598
0100502112X,26599
0100502113X,26600
0100502114X,26601
0100502115X,26602
0100502116X,26603
0100502117X,26604
0100502118X,26605
0100502119X,26606
0100502120X,26607
0100502121X,26608
0100502122X,26609
0100502123X,26610
0100502124X,26611
0100502125X,26612
0100502126X,26613
0100502127X,26614
0100502128X,26615
0100502129X,26616
0100502130X,26617
0100502131X,26618
0100502132X,26619
0100502133X,26620
0100502134X,26621
0100502135X,26622
0100502136X,26623
0100502137X,26624
0100502138X,26625
0100502139X,26626
0100502140X,26627
0100502141X,26628
0100502142X,26629
0100502143X,26630
0100502144X,26631
0100502145X,26632
0100502146X,26633
0100502147X,26634
0100502148X,26635
0100502149X,26636
0100502150X,26637
0100502151X,26638
0100502152X,26639
0100502153X,26640
0100502154X,26641
0100502155X,26642
0100502156X,26643
0100502157X,26644
0100502158X,26645
0100502159X,26646
0100502160X,26647
0100502161X,26648
0100502162X,26649
0100502163X,26650
0100502164X,26651
0100502165X,26652
0100502166X,26653
0100502167X,26654
0100502168X,26655
0100502169X,26656
0100502170X,26657
0100502171X,26658
0100502172X,26659
0100502173X,26660
0100502174X,26661
0100502175X,26662
0100502176X,26663
0100502177X,26664
0100502178X,26665
0100502179X,26666
0100502180X,26667
0100502181X,26668
0100502182X,26669
0100502183X,26670
0100502184X,26671
0100502185X,26672
0100502186X,26673
0100502187X,26674
0100502188X,26675
0100502189X,26676
0100502190X,26677
0100502191X,26678
0100502192X,26679
0100502193X,26680
0100502194X,26681
0100502195X,26682
0100502196X,26683
0100502197X,26684
0100502198X,26685
0100502199X,26686
0100502200X,26687
0100502201X,26688
0100502202X,26689
0100502203X,26690
0100502204X,26691
0100502205X,26692
0100502206X,26693
0100502207X,26694
0100502208X,26695
0100502209X,26696
0100502210X,26697
0100502211X,26698
0100502212X,26699
0100502213X,26700
0100502214X,26701
0100502215X,26702
0100502216X,26703
0100502217X,26704
0100502218X,26705
0100502219X,26706
0100502220X,26707
0100502221X,26708
0100502222X,26709
0100502223X,26710
0100502224X,26711
0100502225X,26712
0100502226X,26713
0100502227X,26714
0100502228X,26715
0100502229X,26716
0100502230X,26717
0100502231X,26718
0100502232X,26719
0100502233X,26720
0100502234X,26721
0100502235X,26722
0100502236X,26723
0100502237X,26724
0100502238X,26725
0100502239X,26726
0100502240X,26727
0100502241X,26728
0100502242X,26729
0100502243X,26730
0100502244X,26731
0100502245X,26732
0100502246X,26733
0100502247X,26734
0100502248X,26735
0100502249X,26736
0100502250X,26737
0100502251X,26738
0100502252X,26739
0100502253X,26740
0100502254X,26741
0100502255X,26742
0100502256X,26743
0100502257X,26744
0100502258X,26745
0100502259X,26746
0100502260X,26747
0100502261X,26748
0100502262X,26749
0100502263X,26750
0100502264X,26751
0100502265X,26752
0100502266X,26753
0100502267X,26754
0100502268X,26755
0100502269X,26756
0100502270X,26757
0100502271X,26758
0100502272X,26759
0100502273X,26760
0100502274X,26761
0100502275X,26762
0100502276X,26763
0100502277X,26764
0100502278X,26765
0100502279X,26766
0100502280X,26767
0100502281X,26768
0100502282X,26769
0100502283X,26770
0100502284X,26771
0100502285X,26772
0100502286X,26773
0100502287X,26774
0100502288X,26775
0100502289X,26776
0100502290X,26777
0100502291X,26778
0100502292X,26779
0100502293X,26780
0100502294X,26781
0100502295X,26782
0100502296X,26783
0100502297X,26784
0100502298X,26785
0100502299X,26786
0100502300X,26787
0100502301X,26788
0100502302X,26789
0100502303X,26790
0100502304X,26791
0100502305X,26792
0100502306X,26793
0100502307X,26794
0100502308X,26795
0100502309X,26796
0100502310X,26797
0100502311X,26798
0100502312X,26799
0100502313X,26800
0100502314X,26801
0100502315X,26802
0100502316X,26803
0100502317X,26804
0100502318X,26805
0100502319X,26806
0100502320X,26807
0100502321X,26808
0100502322X,26809
0100502323X,26810
0100502324X,26811
0100502325X,26812
0100502326X,26813
0100502327X,26814
0100502328X,26815
0100502329X,26816
0100502330X,26817
0100502331X,26818
0100502332X,26819
0100502333X,26820
0100502334X,26821
0100502335X,26822
0100502336X,26823
0100502337X,26824
0100602338X,26902
0100602339X,26903
0100602340X,26904
0100602341X,26905
0100602342X,26906
0100602343X,26907
0100602344X,26908
0100602345X,26909
0100602346X,26910
0100602347X,26911
0100602348X,26912
0100602349X,26913
0100602350X,26914
0100602351X,26915
0100602352X,26916
0100602353X,26917
0100602354X,26918
0100602355X,26919
0100602356X,26920
0100602357X,26921
0100602358X,26922
0100602359X,26923
0100602360X,26924
0100602361X,26925
0100602362X,26926
0100602363X,26927
0100602364X,26928
0100602365X,26929
0100602366X,26930
0100602367X,26931
0100602368X,26932
0100602369X,26933
0100602370X,26934
0100602371X,26935
0100602372X,26936
0100602373X,26937
0100602374X,26938
0100602375X,26939
0100602376X,26940
0100602377X,26941
0100602378X,26942
0100602379X,26943
0100602380X,26944
0100602381X,26945
0100602382X,26946
0100602383X,26947
0100602384X,26948
0100602385X,26949
0100602386X,26950
0100602387X,26951
0100602388X,26952
0100602389X,26953
0100602390X,26954
0100602391X,26955
0100602392X,26956
0100602393X,26957
0100602394X,26958
0100602395X,26959
0100602396X,26960
0100602397X,26961
0100602398X,26962
0100602399X,26963
0100602400X,26964
0100602401X,26965
0100602402X,26966
0100602403X,26967
0100602404X,26968
0100602405X,26969
0100602406X,26970
0100602407X,26971
0100602408X,26972
0100602409X,26973
0100602410X,26974
0100602411X,26975
0100602412X,26976
0100602413X,26977
0100602414X,26978
0100602415X,26979
0100602416X,26980
0100602417X,26981
0100602418X,26982
0100602419X,26983
0100602420X,26984
0100602421X,26985
0100602422X,26986
0100602423X,26987
0100602424X,26988
0100602425X,26989
0100602426X,26990
0100602427X,26991
0100602428X,26992
0100602429X,26993
0100602430X,26994
0100602431X,26995
0100602432X,26996
0100602433X,26997
0100602434X,26998
0100602435X,26999
0100602436X,27000
0100602437X,27001
0100602438X,27002
0100602439X,27003
0100602440X,27004
0100602441X,27005
0100602442X,27006
0100602443X,27007
0100602444X,27008
0100602445X,27009
0100602446X,27010
0100602447X,27011
0100602448X,27012
0100602449X,27013
0100602450X,27014
0100602451X,27015
0100602452X,27016
0100602453X,27017
0100602454X,27018
0100602455X,27019
0100602456X,27020
0100602457X,27021
0100602458X,27022
0100602459X,27023
0100602460X,27024
0100602461X,27025
0100602462X,27026
0100602463X,27027
0100602464X,27028
0100602465X,27029
0100602466X,27030
0100602467X,27031
0100602468X,27032
0100602469X,27033
0100602470X,27034
0100602471X,27035
0100602472X,27036
0100602473X,27037
0100602474X,27038
0100602475X,27039
0100602476X,27040
0100602477X,27041
0100602478X,27042
0100602479X,27043
0100602480X,27044
0100602481X,27045
0100602482X,27046
0100602483X,27047
0100602484X,27048
0100602485X,27049
0100602486X,27050
0100602487X,27051
0100602488X,27052
0100602489X,27053
0100602490X,27054
0100602491X,27055
0100602492X,27056
0100602493X,27057
0100602494X,27058
0100602495X,27059
0100602496X,27060
0100602497X,27061
0100602498X,27062
0100602499X,27063
0100602500X,27064
